language,id,text,file,node,lineNumber,lock,comment
en-US,line:0772d07,Hasatçı: Ve hakikat…,Assets/Yarn/NewYarnScript.yarn,HasatçıReveal,79,4f931994,
en-US,line:0ea1238,Hasatçı: Gerçekle yok edilebilenin yok edilmeyi hak ettiğine inanıyorsun.,Assets/Yarn/NewYarnScript.yarn,HasatçıReveal,80,71a19c98,
en-US,line:087ad3d,Hasatçı: Ve bu düşüncende haklısın.,Assets/Yarn/NewYarnScript.yarn,HasatçıReveal,81,83b5b3e0,
en-US,line:06dce91,"Hasatçı: Ama adalet, dünyanın hakikati değil.",Assets/Yarn/NewYarnScript.yarn,HasatçıReveal,82,8607b0f7,
en-US,line:0ffe1b2,Hasatçı: Bu kadar nadir rastlanılan bir duruma ben hakikat demezdim.,Assets/Yarn/NewYarnScript.yarn,HasatçıReveal,83,e3b4a3c9,
en-US,line:057e4b6,"Hasatçı: Adalet, geçenlerde öldürülen o genç kadın için hakikat değildi.",Assets/Yarn/NewYarnScript.yarn,HasatçıReveal,84,8ebc9c98,
en-US,line:05264bc,Hasatçı: Katili için de... O milyarderin oğlu.,Assets/Yarn/NewYarnScript.yarn,HasatçıReveal,85,f48ed849,
en-US,line:0799ada,"Hasatçı: Herkes onun ne yaptığını biliyor, senin sayende. ",Assets/Yarn/NewYarnScript.yarn,HasatçıReveal,86,26bfd1bb,
en-US,line:0cb480b,"Hasatçı: Üzücü gerçek şu ki, güç vardır, adalet yok.",Assets/Yarn/NewYarnScript.yarn,HasatçıReveal,87,e579b712,
en-US,line:0dfc782,Hasatçı: Ama… Sen bu dünyaya hep adaleti getirmeye ve gerçeğe ışık tutmaya çalıştın.,Assets/Yarn/NewYarnScript.yarn,HasatçıReveal,88,a173ccaa,
en-US,line:0ca9612,Hasatçı: Bu paha biçilmez.,Assets/Yarn/NewYarnScript.yarn,HasatçıReveal,89,2b51fd85,
en-US,line:0622dbc,Hasatçı: Ve tek mühim olan bu.,Assets/Yarn/NewYarnScript.yarn,HasatçıReveal,90,8b6af52e,Line metadata: lastline
en-US,line:0c0a26c,Öyleyse canımı mı alacaksın? Ölecek miyim? ,Assets/Yarn/NewYarnScript.yarn,HasatçıReveal,91,f263a72f,
en-US,line:05f58c0,Hasatçı: Sana bir şey göstereyim.,Assets/Yarn/NewYarnScript.yarn,HasatçıReveal,93,489d6ffa,
en-US,line:08178fe,Hasatçı: Gel benimle.,Assets/Yarn/NewYarnScript.yarn,ComeWithMe,101,b2ee4d47,
en-US,line:07e41ef,(NEEDS UPDATE) Hasatçı:Seni adaletin hakikat olduğu diyara taşıyacağım.,Assets/Yarn/NewYarnScript.yarn,ComeWithMe,102,058f833b,
tr,line:071fe6a,"Hasatçı: Ama bunun o adamı ait olduğu yere, demir parmaklıkların ardına koymadığını biliyorsun.",Assets/Yarn/NewYarnScript.yarn,HarvesterReveal,103,0509686e,
en-US,line:0c82dda,Bir Hasat Hikayesi,Assets/Yarn/NewYarnScript.yarn,Credits,108,8bda68e8,
en-US,line:0aa70ba,(NEEDS UPDATE) Yapımcı: Ahmet 'Gord10' Kamil Keleş,Assets/Yarn/NewYarnScript.yarn,Credits,109,db9dc38c,
en-US,line:081f5c3,Diyalog sistemi için Secret Lab ve arkadaşları tarafından geliştirilen Yarn Spinner kullanıldı. www.yarnspinner.dev,Assets/Yarn/NewYarnScript.yarn,Credits,110,04add3a9,
en-US,line:03146c1,Oynadığınız için teşekkürler!,Assets/Yarn/NewYarnScript.yarn,Credits,111,88375453,
tr,line:0f006ea,Ukraynaca çeviri: Oleksii Maksymenko,Assets/Yarn/NewYarnScript.yarn,Credits,127,8244951f,
tr,line:033713c,English,Assets/Yarn/NewYarnScript.yarn,Language,133,ba118bf7,
tr,line:0696380,Türkçe,Assets/Yarn/NewYarnScript.yarn,Language,135,0f8b5cb2,
